timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1627581289155,412,HTTP Request Poster Img,200,OK,Thread Group 1-10,bin,true,,306106,163,19,19,http://sustentable-poster-pre.flow.com.ar/img/default/10009487.jpg,122,0,75
1627581289154,413,HTTP Request Poster Img,200,OK,Thread Group 1-46,bin,true,,306106,163,19,19,http://sustentable-poster-pre.flow.com.ar/img/default/10009487.jpg,125,0,76
1627581289155,424,HTTP Request Poster Img,200,OK,Thread Group 1-30,bin,true,,425075,163,17,17,http://sustentable-poster-pre.flow.com.ar/img/default/10002510.jpg,124,0,75
1627581289154,431,HTTP Request Poster Img,200,OK,Thread Group 1-32,bin,true,,369044,163,16,16,http://sustentable-poster-pre.flow.com.ar/img/default/10003385.jpg,124,0,77
1627581289153,460,HTTP Request Poster Img,200,OK,Thread Group 1-13,bin,true,,425075,163,15,15,http://sustentable-poster-pre.flow.com.ar/img/default/10002510.jpg,113,0,77
1627581289154,462,HTTP Request Poster Img,200,OK,Thread Group 1-48,bin,true,,249048,163,14,14,http://sustentable-poster-pre.flow.com.ar/img/default/10009534.jpg,123,0,76
1627581289155,463,HTTP Request Poster Img,200,OK,Thread Group 1-11,bin,true,,474237,163,13,13,http://sustentable-poster-pre.flow.com.ar/img/default/10003372.jpg,111,0,75
1627581289154,470,HTTP Request Poster Img,200,OK,Thread Group 1-4,bin,true,,474237,163,12,12,http://sustentable-poster-pre.flow.com.ar/img/default/10003372.jpg,112,0,76
1627581289154,470,HTTP Request Poster Img,200,OK,Thread Group 1-40,bin,true,,369044,163,12,12,http://sustentable-poster-pre.flow.com.ar/img/default/10003385.jpg,124,0,76
1627581289154,471,HTTP Request Poster Img,200,OK,Thread Group 1-37,bin,true,,474237,163,12,12,http://sustentable-poster-pre.flow.com.ar/img/default/10003372.jpg,112,0,76
1627581289155,476,HTTP Request Poster Img,200,OK,Thread Group 1-24,bin,true,,306106,163,9,9,http://sustentable-poster-pre.flow.com.ar/img/default/10009487.jpg,110,0,74
1627581289153,484,HTTP Request Poster Img,200,OK,Thread Group 1-41,bin,true,,474237,163,8,8,http://sustentable-poster-pre.flow.com.ar/img/default/10003372.jpg,125,0,77
1627581289154,483,HTTP Request Poster Img,200,OK,Thread Group 1-31,bin,true,,425075,163,8,8,http://sustentable-poster-pre.flow.com.ar/img/default/10002510.jpg,124,0,76
1627581289154,490,HTTP Request Poster Img,200,OK,Thread Group 1-15,bin,true,,262300,163,6,6,http://sustentable-poster-pre.flow.com.ar/img/default/10009493.jpg,125,0,76
1627581289154,490,HTTP Request Poster Img,200,OK,Thread Group 1-28,bin,true,,474237,163,6,6,http://sustentable-poster-pre.flow.com.ar/img/default/10003372.jpg,112,0,75
1627581289153,498,HTTP Request Poster Img,200,OK,Thread Group 1-3,bin,true,,283840,163,4,4,http://sustentable-poster-pre.flow.com.ar/img/default/10000509.jpg,125,0,77
1627581289154,520,HTTP Request Poster Img,200,OK,Thread Group 1-29,bin,true,,283840,163,3,3,http://sustentable-poster-pre.flow.com.ar/img/default/10000509.jpg,124,0,76
1627581289149,541,HTTP Request Poster Img,200,OK,Thread Group 1-43,bin,true,,425075,163,2,2,http://sustentable-poster-pre.flow.com.ar/img/default/10002510.jpg,117,0,80
1627581289153,561,HTTP Request Poster Img,200,OK,Thread Group 1-9,bin,true,,425075,163,1,1,http://sustentable-poster-pre.flow.com.ar/img/default/10002510.jpg,126,0,78
